Slide,X,Y
absence,199788.88,439723.2308
absence,199838.88,439723.2308
absence,199888.88,439723.2308
absence,199938.88,439723.2308
absence,200088.88,439723.2308
absence,200138.88,439723.2308
absence,200188.88,439723.2308
absence,200238.88,439723.2308
absence,200288.88,439723.2308
absence,200338.88,439723.2308
absence,200388.88,439723.2308
absence,200438.88,439723.2308
absence,200488.88,439723.2308
absence,200538.88,439723.2308
absence,200588.88,439723.2308
absence,200638.88,439723.2308
absence,200688.88,439723.2308
absence,200738.88,439723.2308
absence,200788.88,439723.2308
absence,200838.88,439723.2308
absence,200888.88,439723.2308
absence,201038.88,439723.2308
absence,201088.88,439723.2308
absence,198888.88,439673.2308
absence,198938.88,439673.2308
absence,198988.88,439673.2308
absence,199038.88,439673.2308
absence,199088.88,439673.2308
absence,199138.88,439673.2308
absence,199188.88,439673.2308
absence,199238.88,439673.2308
absence,199288.88,439673.2308
absence,199338.88,439673.2308
absence,199388.88,439673.2308
absence,199438.88,439673.2308
absence,199488.88,439673.2308
absence,199538.88,439673.2308
absence,199588.88,439673.2308
absence,199638.88,439673.2308
absence,199788.88,439673.2308
absence,199838.88,439673.2308
absence,199888.88,439673.2308
absence,200138.88,439673.2308
absence,200188.88,439673.2308
absence,200238.88,439673.2308
absence,200288.88,439673.2308
absence,200338.88,439673.2308
absence,200388.88,439673.2308
absence,200438.88,439673.2308
absence,200488.88,439673.2308
absence,200538.88,439673.2308
absence,200588.88,439673.2308
absence,200638.88,439673.2308
absence,200688.88,439673.2308
absence,200738.88,439673.2308
absence,200788.88,439673.2308
absence,200838.88,439673.2308
absence,200888.88,439673.2308
absence,200938.88,439673.2308
absence,201038.88,439673.2308
absence,201088.88,439673.2308
absence,201138.88,439673.2308
absence,198938.88,439623.2308
absence,198988.88,439623.2308
absence,199038.88,439623.2308
absence,199088.88,439623.2308
absence,199138.88,439623.2308
absence,199188.88,439623.2308
absence,199238.88,439623.2308
absence,199288.88,439623.2308
absence,199338.88,439623.2308
absence,199388.88,439623.2308
absence,199438.88,439623.2308
absence,199488.88,439623.2308
absence,199538.88,439623.2308
absence,199588.88,439623.2308
absence,199638.88,439623.2308
absence,199688.88,439623.2308
absence,199738.88,439623.2308
absence,199788.88,439623.2308
absence,199838.88,439623.2308
absence,199888.88,439623.2308
absence,199938.88,439623.2308
absence,200138.88,439623.2308
absence,200188.88,439623.2308
absence,200238.88,439623.2308
absence,200288.88,439623.2308
absence,200338.88,439623.2308
absence,200388.88,439623.2308
absence,200438.88,439623.2308
absence,200488.88,439623.2308
absence,200538.88,439623.2308
absence,200588.88,439623.2308
absence,200638.88,439623.2308
absence,200688.88,439623.2308
absence,200738.88,439623.2308
absence,200788.88,439623.2308
absence,200838.88,439623.2308
absence,200888.88,439623.2308
absence,200988.88,439623.2308
absence,201038.88,439623.2308
absence,201088.88,439623.2308
absence,201188.88,439623.2308
absence,201238.88,439623.2308
absence,201288.88,439623.2308
absence,201338.88,439623.2308
absence,201388.88,439623.2308
absence,198938.88,439573.2308
absence,198988.88,439573.2308
absence,199038.88,439573.2308
absence,199088.88,439573.2308
absence,199138.88,439573.2308
absence,199188.88,439573.2308
absence,199238.88,439573.2308
absence,199288.88,439573.2308
absence,199338.88,439573.2308
absence,199388.88,439573.2308
absence,199438.88,439573.2308
absence,199488.88,439573.2308
absence,199538.88,439573.2308
absence,199588.88,439573.2308
absence,199638.88,439573.2308
absence,199688.88,439573.2308
absence,199738.88,439573.2308
absence,199788.88,439573.2308
absence,199838.88,439573.2308
absence,199888.88,439573.2308
absence,200138.88,439573.2308
absence,200188.88,439573.2308
absence,200238.88,439573.2308
absence,200288.88,439573.2308
absence,200338.88,439573.2308
absence,200388.88,439573.2308
absence,200438.88,439573.2308
absence,200488.88,439573.2308
absence,200538.88,439573.2308
absence,200588.88,439573.2308
absence,200788.88,439573.2308
absence,200838.88,439573.2308
absence,200888.88,439573.2308
absence,201288.88,439573.2308
absence,201338.88,439573.2308
absence,201388.88,439573.2308
absence,198988.88,439523.2308
absence,199038.88,439523.2308
absence,199088.88,439523.2308
absence,199138.88,439523.2308
absence,199188.88,439523.2308
absence,199238.88,439523.2308
absence,199288.88,439523.2308
absence,199338.88,439523.2308
absence,199388.88,439523.2308
absence,199438.88,439523.2308
absence,199488.88,439523.2308
absence,199538.88,439523.2308
absence,199588.88,439523.2308
absence,199638.88,439523.2308
absence,199688.88,439523.2308
absence,199738.88,439523.2308
absence,199788.88,439523.2308
absence,199838.88,439523.2308
absence,199888.88,439523.2308
absence,199938.88,439523.2308
absence,200138.88,439523.2308
absence,200188.88,439523.2308
absence,200238.88,439523.2308
absence,200288.88,439523.2308
absence,200338.88,439523.2308
absence,200388.88,439523.2308
absence,200438.88,439523.2308
absence,200488.88,439523.2308
absence,200538.88,439523.2308
absence,200788.88,439523.2308
absence,200838.88,439523.2308
absence,200888.88,439523.2308
absence,201338.88,439523.2308
absence,199038.88,439473.2308
absence,199088.88,439473.2308
absence,199138.88,439473.2308
absence,199188.88,439473.2308
absence,199238.88,439473.2308
absence,199288.88,439473.2308
absence,199338.88,439473.2308
absence,199388.88,439473.2308
absence,199438.88,439473.2308
absence,199488.88,439473.2308
absence,199538.88,439473.2308
absence,199588.88,439473.2308
absence,199638.88,439473.2308
absence,199688.88,439473.2308
absence,199738.88,439473.2308
absence,199788.88,439473.2308
absence,199838.88,439473.2308
absence,199888.88,439473.2308
absence,200088.88,439473.2308
absence,200138.88,439473.2308
absence,200188.88,439473.2308
absence,200238.88,439473.2308
absence,200288.88,439473.2308
absence,200338.88,439473.2308
absence,200388.88,439473.2308
absence,200438.88,439473.2308
absence,200488.88,439473.2308
absence,200538.88,439473.2308
absence,200838.88,439473.2308
absence,200888.88,439473.2308
absence,200938.88,439473.2308
absence,199038.88,439423.2308
absence,199088.88,439423.2308
absence,199138.88,439423.2308
absence,199188.88,439423.2308
absence,199238.88,439423.2308
absence,199288.88,439423.2308
absence,199338.88,439423.2308
absence,199388.88,439423.2308
absence,199438.88,439423.2308
absence,199488.88,439423.2308
absence,199538.88,439423.2308
absence,199588.88,439423.2308
absence,199638.88,439423.2308
absence,199688.88,439423.2308
absence,199738.88,439423.2308
absence,199788.88,439423.2308
absence,199838.88,439423.2308
absence,199888.88,439423.2308
absence,200088.88,439423.2308
absence,200138.88,439423.2308
absence,200188.88,439423.2308
absence,200238.88,439423.2308
absence,200288.88,439423.2308
absence,200338.88,439423.2308
absence,200388.88,439423.2308
absence,200438.88,439423.2308
absence,200488.88,439423.2308
absence,200538.88,439423.2308
absence,199088.88,439373.2308
absence,199138.88,439373.2308
absence,199188.88,439373.2308
absence,199238.88,439373.2308
absence,199288.88,439373.2308
absence,199338.88,439373.2308
absence,199388.88,439373.2308
absence,199438.88,439373.2308
absence,199488.88,439373.2308
absence,199538.88,439373.2308
absence,199588.88,439373.2308
absence,199638.88,439373.2308
absence,199688.88,439373.2308
absence,199738.88,439373.2308
absence,199788.88,439373.2308
absence,199838.88,439373.2308
absence,199888.88,439373.2308
absence,200088.88,439373.2308
absence,200138.88,439373.2308
absence,200188.88,439373.2308
absence,200238.88,439373.2308
absence,200288.88,439373.2308
absence,200338.88,439373.2308
absence,200388.88,439373.2308
absence,200438.88,439373.2308
absence,200488.88,439373.2308
absence,200538.88,439373.2308
absence,200588.88,439373.2308
absence,200638.88,439373.2308
absence,199088.88,439323.2308
absence,199138.88,439323.2308
absence,199188.88,439323.2308
absence,199238.88,439323.2308
absence,199288.88,439323.2308
absence,199338.88,439323.2308
absence,199388.88,439323.2308
absence,199438.88,439323.2308
absence,199488.88,439323.2308
absence,199538.88,439323.2308
absence,199588.88,439323.2308
absence,199638.88,439323.2308
absence,199688.88,439323.2308
absence,199738.88,439323.2308
absence,199788.88,439323.2308
absence,199838.88,439323.2308
absence,199888.88,439323.2308
absence,200088.88,439323.2308
absence,200138.88,439323.2308
absence,200188.88,439323.2308
absence,200238.88,439323.2308
absence,200288.88,439323.2308
absence,200338.88,439323.2308
absence,200538.88,439323.2308
absence,199088.88,439273.2308
absence,199138.88,439273.2308
absence,199188.88,439273.2308
absence,199238.88,439273.2308
absence,199288.88,439273.2308
absence,199338.88,439273.2308
absence,199388.88,439273.2308
absence,199438.88,439273.2308
absence,199538.88,439273.2308
absence,199588.88,439273.2308
absence,199638.88,439273.2308
absence,199688.88,439273.2308
absence,199738.88,439273.2308
absence,199788.88,439273.2308
absence,199838.88,439273.2308
absence,199888.88,439273.2308
absence,200088.88,439273.2308
absence,200138.88,439273.2308
absence,200188.88,439273.2308
absence,200238.88,439273.2308
absence,200288.88,439273.2308
absence,200338.88,439273.2308
absence,200388.88,439273.2308
absence,200588.88,439273.2308
absence,199138.88,439223.2308
absence,199188.88,439223.2308
absence,199238.88,439223.2308
absence,199288.88,439223.2308
absence,199338.88,439223.2308
absence,199388.88,439223.2308
absence,199438.88,439223.2308
absence,199488.88,439223.2308
absence,199588.88,439223.2308
absence,199638.88,439223.2308
absence,199688.88,439223.2308
absence,199738.88,439223.2308
absence,199788.88,439223.2308
absence,199838.88,439223.2308
absence,199888.88,439223.2308
absence,199938.88,439223.2308
absence,200138.88,439223.2308
absence,200188.88,439223.2308
absence,200238.88,439223.2308
absence,200288.88,439223.2308
absence,200338.88,439223.2308
absence,199238.88,439173.2308
absence,199288.88,439173.2308
absence,199338.88,439173.2308
absence,199388.88,439173.2308
absence,199438.88,439173.2308
absence,199488.88,439173.2308
absence,199688.88,439173.2308
absence,199738.88,439173.2308
absence,199788.88,439173.2308
absence,199838.88,439173.2308
absence,199888.88,439173.2308
absence,199938.88,439173.2308
absence,200138.88,439173.2308
absence,200188.88,439173.2308
absence,200238.88,439173.2308
absence,200288.88,439173.2308
absence,200338.88,439173.2308
absence,200388.88,439173.2308
absence,199238.88,439123.2308
absence,199288.88,439123.2308
absence,199338.88,439123.2308
absence,199388.88,439123.2308
absence,199438.88,439123.2308
absence,199488.88,439123.2308
absence,199538.88,439123.2308
absence,199788.88,439123.2308
absence,199838.88,439123.2308
absence,199888.88,439123.2308
absence,199938.88,439123.2308
absence,200138.88,439123.2308
absence,200188.88,439123.2308
absence,200238.88,439123.2308
absence,200288.88,439123.2308
absence,200338.88,439123.2308
absence,199288.88,439073.2308
absence,199338.88,439073.2308
absence,199388.88,439073.2308
absence,199438.88,439073.2308
absence,199488.88,439073.2308
absence,199538.88,439073.2308
absence,199588.88,439073.2308
absence,199888.88,439073.2308
absence,199938.88,439073.2308
absence,200188.88,439073.2308
absence,200238.88,439073.2308
absence,200288.88,439073.2308
absence,199388.88,439023.2308
absence,199438.88,439023.2308
absence,199488.88,439023.2308
absence,199538.88,439023.2308
absence,199588.88,439023.2308
absence,199638.88,439023.2308
absence,199688.88,439023.2308
absence,199888.88,439023.2308
absence,199938.88,439023.2308
absence,200238.88,439023.2308
absence,199488.88,438973.2308
absence,199538.88,438973.2308
absence,199588.88,438973.2308
absence,199638.88,438973.2308
absence,199688.88,438973.2308
absence,199738.88,438973.2308
absence,199938.88,438973.2308
absence,199988.88,438973.2308
absence,199538.88,438923.2308
absence,199588.88,438923.2308
absence,199638.88,438923.2308
absence,199688.88,438923.2308
absence,199488.88,438873.2308
absence,199538.88,438873.2308
absence,199588.88,438873.2308
absence,199638.88,438873.2308
absence,199538.88,438823.2308
absence,199588.88,438823.2308
absence,199688.88,438823.2308
absence,199738.88,438823.2308
absence,199788.88,438823.2308
absence,199838.88,438823.2308
absence,199788.88,438773.2308
absence,199838.88,438773.2308
absence,199738.88,438723.2308
absence,199788.88,438723.2308
absence,199838.88,438723.2308
